time,speed_kmh,throttle_position,target_speed,engine_rpm,coolant_temp,fuel_level
0.1,6.5130102280123845,66.6,60,3065.130102280124,90.65130102280123,100.0
0.2,11.95755030560391,53.970558646906255,60,3119.575503056039,91.19575503056039,99.99
0.30000000000000004,16.64790340866292,49.113290081300775,60,3166.4790340866293,91.66479034086629,99.98
0.4,20.89727426442279,44.93187664160839,60,3208.9727426442278,92.08972742644228,99.97
0.5,24.793209738222718,41.1176312679342,60,3247.9320973822273,92.47932097382227,99.96
0.6,28.436793801004896,37.60910723494804,60,3284.367938010049,92.8436793801005,99.95
0.7,31.448603661744187,34.306390375257585,60,3314.4860366174416,93.14486036617441,99.94
0.7999999999999999,34.27480965454956,31.643271898105144,60,3342.7480965454956,93.42748096545496,99.93
0.8999999999999999,36.89984337558162,29.092878195547673,60,3368.998433755816,93.68998433755816,99.92
0.9999999999999999,39.32110182765081,26.718963267937124,60,3393.211018276508,93.93211018276509,99.91
1.0999999999999999,41.38516374560482,24.52487132448772,60,3413.851637456048,94.13851637456048,99.9
1.2,43.180727902489785,22.68267742248917,60,3431.807279024898,94.31807279024898,99.89
1.3,44.76665864695212,21.082155762686217,60,3447.6665864695215,94.4766658646952,99.88
1.4000000000000001,46.36767562581393,19.669521772996617,60,3463.6767562581394,94.6367675625814,99.87
1.5000000000000002,47.61659946956189,18.203319414436727,60,3476.165994695619,94.76165994695619,99.86
1.6000000000000003,48.92089095582572,17.113438889504533,60,3489.2089095582573,94.89208909558258,99.85
1.7000000000000004,49.958710648804264,15.914401729430857,60,3499.5871064880425,94.99587106488043,99.84
1.8000000000000005,50.8785716393936,15.0036421092928,60,3508.785716393936,95.08785716393936,99.83
1.9000000000000006,51.829096726350514,14.186791272548449,60,3518.290967263505,95.18290967263505,99.82
2.0000000000000004,52.67479283416559,13.314908808691273,60,3526.747928341656,95.26747928341656,99.81
2.1000000000000005,53.43934060789074,12.55294767044872,60,3534.3934060789074,95.34393406078908,99.8
2.2000000000000006,53.85881807997882,11.862121324053657,60,3538.5881807997885,95.38588180799788,99.79
2.3000000000000007,54.32432297375496,11.538562701329502,60,3543.24322973755,95.4324322973755,99.78
2.400000000000001,55.00195379922345,11.125211835647002,60,3550.0195379922343,95.50019537992235,99.77
